unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1787547006.7302022,-0.02445,0.02684,-0.99635,-0.00245,-0.00686,0.53742
1787547006.8392534,-0.0009,0.01154,-0.99539,0.0023,-0.00906,0.44914
1787547006.9254866,0.00319,-0.02607,-0.99086,0.0074,-0.00274,0.57876
1787547007.0493867,-0.01154,-0.02046,-0.99183,0.00351,0.00825,0.51759
1787547007.1329112,-0.02032,0.02015,-0.99064,0.01804,-0.0004,0.56008
1787547007.2447803,-0.00141,0.04605,-0.99562,-0.00661,-0.00728,0.51317
1787547007.2800772,-0.01966,-0.03572,-0.99399,0.00709,0.00986,0.51248
1787547007.4039974,-0.01002,-0.0104,-0.98126,0.00403,0.00052,0.52616
1787547007.5431147,-0.01461,-0.00656,-0.99731,0.00099,-0.00451,0.56668
1787547007.6624327,-0.00423,0.04712,-0.99158,-0.01151,0.00368,0.5295
1787547007.678587,-0.00773,0.01955,-0.99805,0.00884,-0.01082,0.52048
1787547007.8570614,0.00117,-0.02436,-0.9987,0.00925,-0.00786,0.51866
1787547007.8776767,-0.02807,-0.00624,-0.99665,0.00254,-0.00057,0.51078
1787547008.0679064,0.00733,0.02741,-0.99016,0.00407,0.00749,0.55285
1787547008.0679064,-0.00051,0.01392,-0.99117,0.01107,0.00098,0.54302
1787547008.213228,-0.00219,0.03167,-0.99508,0.00923,-0.01182,0.49991
1787547008.3562977,-0.02549,-0.08197,-0.99929,-0.00344,-0.01608,0.58741
1787547008.5608537,0.00792,0.03513,-0.99218,-0.00532,-0.01651,0.54138
1787547008.6823387,-0.02681,-0.06774,-0.99747,0.01262,0.00185,0.54374
1787547008.6823387,-0.00986,0.03859,-1.01038,0.00066,-0.01161,0.45569
1787547008.8945503,-0.01318,-0.02161,-0.99457,-0.00356,-0.00456,0.52029
1787547009.1686416,0.00724,0.0133,-0.99748,0.00665,-0.00588,0.50514
1787547009.1847363,-0.00423,-0.02432,-0.9934,0.00236,-0.00726,0.57814
1787547009.2818575,-0.00403,-0.00069,-1.0103,0.00617,-0.01491,0.47382
1787547009.297593,-0.02211,0.03213,-0.99354,-0.00666,-0.00338,0.53806
1787547009.4173722,0.01639,0.06146,-0.98946,-0.00091,0.01004,0.08808
1787547009.5917406,0.22125,0.01379,-0.98266,0.03804,0.00538,0.05676
